,Unnamed: 0,CITYHCR,HCTMULT,NAMEHCR,RSSDHCR,STALPHCR
2055,53722,BLACK RIVER FALLS,ONE,"BRAD, INC.",1978656,WI
2056,53724,TOMAH,ONE,"TOMAH BANCSHARES, INC.",3179961,WI
2057,53729,MUNISING,ONE,"PEOPLES STATE BANCORP, INC.",3072017,MI
2058,53735,IRONWOOD,MULT,WEST END FINANCIAL CORP.,3025910,MI
2059,53737,LAKIN,ONE,"LAKIN BANCSHARES, INC.",1061594,KS
2060,53739,DECORAH,ONE,"SECURITY AGENCY, INCORPORATED",1201738,IA
2061,53742,MEMPHIS,ONE,"BANC3 HOLDINGS, INC",4953337,TN
2063,53753,SAINT PARIS,ONE,"CENTRAL BANCSHARES, INC.",2024318,OH
2064,53756,LYONS,ONE,SOUTH GEORGIA BANKSHARES CORPORATION,1081725,GA
2065,53766,KAUKAUNA,ONE,"BROGAN BANKSHARES, INC.",1202744,WI
2066,53767,MADISON,ONE,"FIRST BUSINESS FINANCIAL SERVICES, INC.",1247428,WI
2067,53771,JOHNSON,ONE,"JOHNSON STATE BANCSHARES, INC.",1059724,KS
2068,53773,ASHLAND,ONE,"BAY AREA BANKING SHARES, INC.",1127799,WI
2069,53781,HURRICANE,ONE,"PUTNAM BANCSHARES, INC.",1139804,WV
2070,53784,CAMPBELLSBURG,ONE,UNITED CITIZENS FINANCIAL CORPORATION,1137145,KY
2071,53789,WOODBINE,ONE,"CENTRAL KANSAS BANCSHARES, INC.",5050578,KS
2072,53795,GREENFIELD,ONE,"GREENFIELD BANCSHARES, INC.",1247026,TN
2073,53797,HOLTON,ONE,"FARMERS STATE BANKSHARES, INC.",1717707,KS
2074,53798,CLYDE,ONE,"ELKCORP, INC.",1248041,KS
2075,53801,HUGOTON,ONE,"HUGOTON BANCSHARES, INC.",1059573,KS
2076,53802,RHINELAND,ONE,"RHINELAND BANCSHARES, INC",4902906,MO
2077,53809,HUNTSVILLE,ONE,MERIT HOLDINGS LLC,5335378,AL
2078,53812,NEW LONDON,ONE,"FIRST STATE BANCSHARES, INC.",1975459,WI
2079,53821,MARTHASVILLE,ONE,"HERITAGE MANAGEMENT COMPANY, INC.",3575723,MO
2080,53825,HANNIBAL,ONE,"CANTON BANCSHARES, INC.",1095021,MO
2081,53826,THIEF RIVER FALLS,ONE,"GATO HOLDINGS, INC.",1907106,MN
2082,53829,SIOUX FALLS,ONE,"GREAT WESTERN BANCORP, INC.",4809920,SD
2083,54004,WACO,ONE,"TEXAS FIRST BANCSHARES, INC.",1104549,TX
2084,54010,HOLTON,ONE,"DENISON BANCSHARES, INC. OF HOLTON",1058286,KS
2085,54017,WAPELLO,ONE,"WAPELLO BANKSHARES, INC.",1210785,IA
2086,54018,RUSSELLVILLE,ONE,CBS BANC-CORP.,1493654,AL
2087,54068,IOWA FALLS,ONE,BARLOW BANKING CORPORATION,2339562,IA
2088,54070,LAURENS,ONE,"LAURENS BANCORP., LTD.",1204113,IA
2089,54073,WEBSTER CITY,ONE,VAN DIEST INVESTMENT COMPANY,1205026,IA
2090,54080,TOPEKA,ONE,GIDEON MANAGEMENT L.L.C.,3015582,KS
2091,54085,GLENCOE,ONE,SECURITY BANCSHARES CO.,1124789,MN
2092,54101,WEST MANSFIELD,ONE,"UNION BANCORP, INC.",1071614,OH
2093,54108,ATLANTIC,ONE,ANITA BANCORPORATION,1202838,IA
2094,54121,TWIN CITY,ONE,"DURDEN BANKSHARES, INC.",2388663,GA
2095,54125,HONDO,ONE,"TEXAS HERITAGE BANCSHARES, INC.",3048991,TX
2096,54130,CORPUS CHRISTI,ONE,COMMERCE FINANCIAL CORPORATION,3681905,TX
2097,54132,WAYNESVILLE,ONE,"SECURITY BANCSHARES OF PULASKI COUNTY, INC.",2250180,MO
2098,54135,CLINTON,ONE,"CLINTON BANCSHARES, INC.",1055593,OK
2099,54136,MARION,ONE,"MARION BANCSHARES, INC.",3828250,TX
2100,54137,MOUNT OLIVE,ONE,"SOUTHERN BANCSHARES (N.C.), INC.",1075694,NC
2101,54202,RANDOLPH,ONE,"FIRST STATE BANCORP, INC.",2812832,NE
2102,54203,GROESBECK,ONE,"GROESBECK BANCSHARES, INC.",1144228,TX
2103,54209,NAPOLEON,ONE,COMUNIBANC CORP.,2513157,OH
2104,54216,CLAREMORE,ONE,"RCB HOLDING COMPANY, INC.",1130584,OK
2105,54274,OMAHA,ONE,RED OAK FINANCIAL CORPORATION,4771988,NE
2106,54279,MITCHELLVILLE,ONE,"F. S. BANCOR, INC.",1202388,IA
2107,54283,WYACONDA,MULT,"CLARK COUNTY BANCSHARES, INC.",1097995,MO
2108,54286,SAINT LOUIS,ONE,"EVERGREEN BANCSHARES, INC.",3450521,MO
2109,54294,ALMENA,ONE,ALMENA INVESTMENTS LLC,5188060,KS
2110,54302,NAPOLEON,ONE,"NAPOLEON BANCORPORATION, INC.",1127155,ND
2111,54303,ROBERT LEE,ONE,"ROBERT LEE BANCSHARES, INC.",2155212,TX
2112,54304,LAKE ELMO,ONE,"LAKE ELMO BANCSHARES, INC.",2360043,MN
2113,54311,WILLISTON,ONE,"AMERICAN STATE BANK HOLDING COMPANY, INC.",2632571,ND
2114,54313,SPUR,ONE,"ESPUELA BANK SHARES, INC.",1102554,TX
2115,54321,UMATILLA,ONE,"UNISOUTH, INC.",1141601,FL
2116,54344,CANDO,ONE,"CANDO HOLDING COMPANY, INC.",1143922,ND
2117,54347,PARK RIVER,ONE,"FIRST HOLDING COMPANY OF PARK RIVER, INC",1140266,ND
2118,54357,AMERICUS,ONE,"CBA BANKSHARES, INC.",1976625,GA
2119,54368,COLEMAN,ONE,"COLEMAN BANCSHARES, INC.",1107072,TX
2120,54372,WEST PLAINS,ONE,"WEST PLAINS BANCSHARES, INC.",1095852,MO
2121,54378,BLAKELY,ONE,"FIRST STATE BANCSHARES OF BLAKELY, INC.",1139840,GA
2122,54394,ATOKA,ONE,"ATOKA STATE BANCORPORATION, INC.",1056983,OK
2123,54398,GAINESVILLE,ONE,"RED RIVER BANCORP, INC.",1132243,TX
2124,54409,MILES,ONE,CSB FINANCIAL CORPORATION,3647572,TX
2125,54413,VEEDERSBURG,ONE,LAWRENCE L. OSBORN SCHOLARSHIP TRUST,1416989,IN
2126,54418,BUXTON,MULT,"FULL SERVICE INSURANCE AGENCY, INC.",1123858,ND
2127,54421,OMAHA,ONE,"FRONTIER MANAGEMENT, LLC",3316186,NE
2128,54434,STORM LAKE,ONE,COMMERCIAL FINANCIAL CORP.,1978674,IA
2129,54450,SPEARFISH,ONE,"BELLE FOURCHE BANCSHARES, INC.",1143511,SD
2130,54457,MARION,ONE,"MIDWEST COMMUNITY BANCSHARES, INC.",2603450,IL
2131,54473,CRAWFORDSVILLE,ONE,HOOSIER HEARTLAND STATE BANCORP,3823657,IN
2132,54479,PULASKI,ONE,FIRST PULASKI NATIONAL CORPORATION,1082393,TN
2133,54490,WABASSO,ONE,"WABASSO BANCSHARES, INC.",1925913,MN
2134,54494,SPRINGFIELD,ONE,"MID-MISSOURI BANCSHARES, INC.",1133455,MO
2135,54508,BAY PORT,ONE,BAY PORT FINANCIAL CORPORATION,2389978,MI
2136,54511,SCOTTSBLUFF,ONE,"FIRST STATE BANCSHARES, INC.",1057850,NE
2137,54517,CAMPBELLSVILLE,ONE,"TAYLOR COUNTY BANCSHARES, INC.",1119105,KY
2138,54521,IPSWICH,ONE,"IPSWICH COMMUNITY BANCSHARES, INC.",4394060,SD
2139,54522,KENYON,ONE,ELLINGSON CORPORATION,1121881,MN
2140,54523,MUNICH,ONE,"MUNICH BANCSHARES, INC.",1126626,ND
2141,54527,LYONS,ONE,CORONADO FINANCIAL CORPORATION,2948236,KS
2142,54529,HAMILTON,ONE,"PRISM GROUP, INC.",1854303,MO
2143,54532,WINTERSET,ONE,FARMERS AND MERCHANTS BANCORP,1245321,IA
2144,54536,VINITA,ONE,"OKLAHOMA STATE BANCSHARES, INC.",1059797,OK
2145,54539,WEST DES MOINES,ONE,"WEST BANCORPORATION, INC.",1210066,IA
2146,54555,MILLER,ONE,"M & H FINANCIAL SERVICES, INC.",1143128,SD
2147,54558,GREENFIELD,ONE,"GREENFIELD BANCSHARES, INC.",1205996,IN
2148,54566,WACO,ONE,"ABCT HOLDINGS, INC.",3615441,TX
2149,54571,WAYNESBORO,ONE,FIRST STATE CORPORATION,1083587,MS
2150,54585,BELINGTON,ONE,"FREEDOM BANCSHARES, INC.",1250053,WV
2151,54590,GOLDTHWAITE,ONE,"GOLDTHWAITE BANCSHARES, INC.",1103999,TX
2152,54600,RIPLEY,ONE,"BANCSHARES OF RIPLEY, INC.",1099823,TN
2153,54608,GREENBUSH,MULT,"BORDER BANCSHARES, INC.",2238544,MN
2154,54617,SWAYZEE,ONE,"GRANT COUNTY STATE BANCSHARES, INC, EMPLOYEES STOCK OWNERSHIP PLAN",2920830,IN
2155,54620,CLEAR LAKE,ONE,"ARNESON BANCSHARES, INC.",1840221,IA
2156,54625,LINDEN,ONE,"FIRST LINDEN BANCSHARES, INC.",2059954,AL
2157,54626,ALMA,ONE,SOUTH BANKING COMPANY,1081622,GA
2158,54634,SEYMOUR,ONE,COTTONRUDY INVESTMENT COMPANY,1095245,MO
2159,54637,BARDSTOWN,ONE,FIRST FARMERS BANK HOLDING COMPANY,1100112,KY
2160,54643,LIBERTY,ONE,"CASEY COUNTY BANCORP, INC.",1398768,KY
2161,54648,HEBRON,ONE,"DAKOTA COMMUNITY BANSHARES, INC.",2265782,ND
2162,54660,HELENA,ONE,"HELENA BANCSHARES, INC.",1129494,AR
2163,54666,CRAWFORD,ONE,"ANCHOR BANCSHARES, INC.",4851675,TX
2164,54667,LARCHWOOD,ONE,"LARCH BANCORPORATION, INC.",1206658,IA
2165,54678,MOTT,ONE,COMMERCIAL BANK OF MOTT EMPLOYEE STOCK OWNERSHIP PLAN,2354592,ND
2166,54679,PHILIPSBURG,ONE,FLINT CREEK HOLDING COMPANY,2323495,MT
2167,54682,EMERY,ONE,"EMERY SECURITY BANCORPORATION, INC.",1127771,SD
2168,54685,MENDOTA,ONE,"TRI-COUNTY FINANCIAL GROUP, INC.",1139345,IL
2169,54704,BURLINGTON,ONE,"BURLINGTON HOLDINGS, INC.",4864590,CO
2170,54705,ALBION,ONE,"CITIZENS BANCSHARES, INC.",2473260,IL
2171,54712,NOKOMIS,ONE,"FIRST NOKOMIS BANCORP, INC.",1248809,IL
2172,54716,HENDRICKS,ONE,FOLDEN FINANCIAL CORPORATION,1857788,MN
2173,54717,LAVONIA,ONE,"FIRST SECURITY BANKSHARES, INC.",1085572,GA
2174,54728,MEDIAPOLIS,ONE,MEDIAPOLIS BANCORPORATION,2291398,IA
2175,54731,TILDEN,ONE,"TILDEN BANCSHARES, INC.",2249371,NE
2176,54735,BERLIN,ONE,"KUJAWA FAMILY HOLDINGS, INC.",3444203,WI
2177,54737,CALDWELL,ONE,STOCK EXCHANGE FINANCIAL CORPORATION,1956702,KS
2178,54739,JAMESTOWN,ONE,"JAMESTOWN BANCSHARES, INC.",3300260,MO
2179,54741,SAN ANTONIO,ONE,"BROADWAY BANCSHARES, INC.",1106879,TX
2180,54781,MARION,ONE,"M.S.B. BANCORPORATION, INC.",1210749,WI
2181,54800,DES MOINES,ONE,IOWA STATE BANK HOLDING COMPANY,1139792,IA
2182,54805,FREDERICKSBURG,ONE,SECURITY HOLDING COMPANY,1107308,TX
2183,54825,BLAKELY,ONE,"ONE SOUTH FINANCIAL, INC.",2037569,GA
2184,54828,LEXINGTON,ONE,"CENTRAL BANCSHARES, INC.",2158156,KY
2185,54857,HALSTAD,ONE,"RED RIVER FINANCIAL SERVICES, INC.",2142324,MN
2186,54859,CLAXTON,ONE,"SOUTHERN BANKSHARES, INC.",2662596,GA
2187,54862,DAVENPORT,ONE,NORTHWEST INVESTMENT CORP.,1020667,IA
2188,54865,BURT,ONE,"BURT BANCSHARES, INC.",1206032,IA
2189,54869,ONIDA,ONE,"ADINO COMPANY, THE",1134724,SD
2190,54871,RIPLEY,ONE,"PEOPLES CORPORATION, THE",1097061,MS
2191,54877,MILLEDGEVILLE,ONE,"MILLEDGEVILLE BANCORP, INC.",1143454,IL
2192,54878,DEMOTTE,ONE,DEMOTTE BANCORP,1130164,IN
2193,54890,LIVINGSTON,MULT,"EAST TEXAS BANCSHARES, INC.",1135909,TX
2194,54895,OVERLAND PARK,ONE,FIRST STATE FINANCIAL CORPORATION,1062425,KS
2195,54899,ALLENTOWN,ONE,"FOUR COUNTY BANCSHARES, INC.",1416457,GA
2196,54900,MAYWOOD,ONE,UNIBANC CORP.,1472118,NE
2197,54905,CLAY CENTER,ONE,UNION STATE BANC HOLDING CORPORATION,3834831,KS
2198,54922,BEECHER,ONE,"FIRST COMMUNITY BANCORP, INC.",1208018,IL
2199,54924,GRIGGSVILLE,ONE,"GRIGGSVILLE BANCSHARES, INC",2156835,IL
2200,54928,OLANTA,ONE,CITIZENS BANCSHARES CORPORATION,1357121,SC
2201,54947,NASHVILLE,ONE,"NASHVILLE HOLDING COMPANY, THE",1134050,GA
2202,54952,FOREST PARK,ONE,FIRST FOREST PARK CORPORATION,1203853,IL
2203,54954,KESLEY,ONE,"CLARKEL, INC.",1209798,IA
2204,54957,BELZONI,ONE,GUARANTY CAPITAL CORPORATION,1096952,MS
2205,55020,YORKTOWN HEIGHTS,ONE,PCSB FINANCIAL CORPORATION,5079476,NY
2206,55049,BROOKLYN,ONE,"DIME COMMUNITY BANCSHARES, INC.",2487650,NY
2207,55078,WESTBURY,ONE,"NEW YORK COMMUNITY BANCORP, INC.",2132932,NY
2208,55361,POUGHKEEPSIE,ONE,"RHINEBECK BANCORP, MHC",3271230,NY
2209,55379,SENECA FALLS,MULT,"SENECA FALLS SAVINGS BANK MHC, THE",2912442,NY
2210,55388,NEW YORK,ONE,"APPLE FINANCIAL HOLDINGS, INC.",3446412,NY
2211,55475,OMAHA,ONE,"YORK HOLDINGS, INC.",4771997,NE
2212,55492,GREEN CITY,ONE,GREEN CITY BANCSHARES INC.,1061165,MO
2213,55494,BUTTE,ONE,BUTTE STATE COMPANY,1055687,NE
2214,55496,SAINT MICHAEL,ONE,"HIGHLAND BANCSHARES, INC.",1124659,MN
2215,55501,CHURCH POINT,ONE,"FSB BANCSHARES, INC.",3371701,LA
2216,55506,DODGE,ONE,"FARMERS STATE BANCSHARES, INC.",4261005,NE
2217,55513,RILEY,ONE,"RILEY COUNTY BANCSHARES, INC.",1247389,KS
2218,55517,CHEYENNE WELLS,ONE,"WEED INVESTMENT GROUP, INC.",3189894,CO
2219,55523,ROLLA,ONE,"NEWBURG INSURANCE AGENCY, INC.",1118621,MO
2220,55526,MIDWEST CITY,ONE,FIRST MIDWEST ACQUISITION CORPORATION,1063619,OK
2221,55561,EVERLY,ONE,EVERLY BANCORPORATION,1205259,IA
2222,55564,EATONTON,ONE,"PEOPLES BANKSHARES, INC.",1085901,GA
2223,55567,ELGIN,ONE,"ANTELOPE BANCSHARES, INC.",2510183,NE
2224,55568,WAUKESHA,ONE,BANK STREET CAPITAL CORPORATION,5149043,WI
2225,55589,MONETT,ONE,"PURDY BANCSHARES, INC.",1096046,MO
2226,55594,METAMORA,ONE,"METAMORA BANCORP, INC.",1133204,OH
2227,55597,SAINT CHARLES,ONE,"SAINTS AVENUE BANCSHARES, INC.",5009147,MO
2228,55601,REFORM,ONE,WEST ALABAMA CAPITAL CORP.,1085255,AL
2229,55615,JOHNSON CITY,ONE,PEDERNALES INVESTMENT CORPORATION,1105630,TX
2230,55623,FINLEY,ONE,CITIZENS BANK HOLDING COMPANY,1127481,ND
2231,55627,MILES CITY,ONE,STOCKMAN FINANCIAL CORPORATION,1126046,MT
2232,55664,BAINBRIDGE,ONE,"ROCKHOLD BANCSHARES, INC.",2855576,OH
2233,55665,MASON CITY,ONE,"MASON CITY BANCORP, INC.",1399019,IL
2234,55666,WOLCOTT,ONE,WOLCOTT BANCORP,1210208,IN
2235,55669,STUTTGART,ONE,"FARMERS AND MERCHANTS BANKSHARES, INC.",1099672,AR
2236,55698,ESTELLINE,ONE,"BIG SIOUX FINANCIAL, INC.",1363980,SD
2237,55707,SHERWOOD,ONE,SHERWOOD BANC CORPORATION,2705680,OH
2238,55711,ALAMO,ONE,"WHEELER BANCSHARES, INC.",3124822,GA
2239,55714,HUNTER,ONE,HUNTER HOLDING COMPANY,1125674,ND
2240,55723,HEPPNER,ONE,BEO BANCORP,2615154,OR
2241,55741,VALDOSTA,ONE,LEE L. MIKUTA TRUST,4625858,GA
2242,55746,COLUMBIA,ONE,"COLUMBIA BANCSHARES, INC",4975496,MO
2243,55747,CHICAGO,ONE,"DEVON BANCORP, INC.",1131602,IL
2244,55755,CHICAGO,ONE,MARQUETTE NATIONAL CORPORATION,1207486,IL
2245,55778,ROCK VALLEY,ONE,PEOPLES BANCORP,1249646,IA
2246,55789,HILLSBORO,ONE,"COUNTRY BANCORP, INC.",1098581,IL
2247,55803,BEARDEN,ONE,"BEARDEN BANCSHARES, INC.",2993722,AR
2248,55804,WAYCROSS,MULT,"WB&T BANKSHARES, INC.",1493636,GA
2249,55806,SARDIS,ONE,"SARDIS BANKSHARES, INC.",1141816,GA
2250,55811,FOREST CITY,ONE,MBT CORP.,2269977,IA
2251,55817,MARSEILLES,ONE,"MARSEILLES BANCORPORATION, INC.",1491780,IL
2252,55819,BATTLE CREEK,ONE,"BATTLE CREEK STATE COMPANY, INC.",2249399,NE
2253,55820,MONTICELLO,MULT,"FIRST STATE BANCORP OF MONTICELLO, INC. EMPLOYEE STOCK OWNERSHIP PLAN",2310217,IL
2254,55826,OMAHA,ONE,LOOMIS COMPANY,1058071,NE
2255,55829,ODEM,ONE,"ODEM BANCSHARES, INC.",2215415,TX
2256,55833,STUART,ONE,TRI-COUNTY COMPANY,1058697,NE
2257,55837,PEARL CITY,ONE,"PEARL CITY BANCORP, INC.",1246720,IL
2258,55839,MONTEZUMA,ONE,"ARENDT'S, INC.",1200067,IA
2259,55840,ENTERPRISE,ONE,"ENTERPRISE CAPITAL CORPORATION, INC.",1080737,AL
2260,55842,HICKSVILLE,ONE,"EMPIRE BANCSHARES, INC.",1071333,OH
2261,55845,MANTENO,ONE,"HOMESTAR FINANCIAL GROUP, INC.",1209088,IL
2262,55850,SPRINGFIELD,ONE,"SPRINGFIELD BANK COMPANY, INC.",1062096,NE
2263,55851,BRANTLEY,ONE,"BRANTLEY BANCORP, INC.",1084025,AL
2264,55853,TRAVELERS REST,ONE,"TRAVELERS REST BANCSHARES, INC.",2730383,SC
2265,55863,TABLE GROVE,ONE,"TG BANCSHARES, INC.",3685220,IL
2266,55869,SALINA,ONE,"BERCO, INC.",1051906,KS
2267,55876,ANDOVER,ONE,ANDOVER FINANCIAL CORPORATION,1063048,KS
2268,55881,DANVILLE,ONE,"VIRGINIA BANK BANKSHARES, INC.",2623467,VA
2269,55980,GREENSBORO,ONE,BANKSOUTH HOLDING COMPANY,1134313,GA
2270,55986,BROKEN BOW,ONE,"SOUTHEASTERN BANCSHARES, INC.",1055780,OK
2271,55992,SUBLETTE,ONE,"SANTA FE TRAIL BANC SHARES, INC.",1057289,KS
2272,55998,CENTRAL CITY,ONE,"NXT BANCORPORATION, INC.",3867464,IA
2273,56003,SYLVANIA,ONE,"SCREVEN BANCSHARES, INC.",1863239,GA
2274,56006,OVIEDO,ONE,"CITIZENS BANCORP OF OVIEDO, INC.",2958347,FL
2275,56085,WHITESVILLE,ONE,"BIG COAL RIVER BANCORP, INC.",1135842,WV
2276,56089,NEWPORT,ONE,"M&P COMMUNITY BANCSHARES, INC. 401(K) EMPLOYEE STOCK OWNERSHIP PLAN",3394429,AR
2277,56100,SAN ANTONIO,ONE,"JEFFERSON BANCSHARES, INC.",1109290,TX
2278,56113,VALLEY FALLS,ONE,"NORTHEAST KANSAS BANCSHARES, INC.",2562650,KS
2279,56117,STERLING,ONE,"CORONADO, INC.",1055351,KS
2280,56120,LAKOTA,ONE,"LAKOTA BANK HOLDING COMPANY, INC.",1124994,ND
2281,56126,GRUVER,ONE,"GSB BANCSHARES, INC.",1103896,TX
2282,56127,QUINCY,MULT,"FIRST BANKERS TRUSTSHARES, INC.",1404632,IL
2283,56138,LYNCH,ONE,"JDJ BANCO, INC.",1840801,NE
2284,56139,GLEN ULLIN,ONE,"TRINITY INVESTMENTS, INC.",3556656,ND
2285,56140,METAIRIE,ONE,"MBT BANCSHARES, INC.",5164541,LA
2286,56149,JENNINGS,ONE,"JEFF DAVIS BANCSHARES, INC.",1833997,LA
2287,56172,ESTHERVILLE,ONE,"SWEA CITY BANCORPORATION, INC.",1210084,IA
2288,56176,NORFOLK,ONE,"FEO INVESTMENTS, INC.",1891979,NE
2289,56186,EASTON,ONE,"EASTON BANCSHARES, INCORPORATED",1134863,MN
2290,56187,MONTREAL,MULT,BANK OF MONTREAL,1231333,
2291,56777,ANTON,ONE,"ANTON BANCSHARES, INC.",1109209,TX
2292,56779,SAVANNAH,ONE,CARVER FINANCIAL CORPORATION,3190023,GA
2293,56782,ANDALUSIA,ONE,SOUTHERN NATIONAL CORPORATION,1020395,AL
2294,56786,SOCORRO,ONE,BBS CORP.,2049142,NM
2295,56790,HAMILTON,ONE,"CALDWELL COUNTY BANCSHARES, INC.",1870022,MO
2296,56795,MARION,ONE,"PEOPLES-MARION BANCORP, INC.",2574886,KY
2297,56798,SHEFFIELD,ONE,"BANCINDEPENDENT, INCORPORATED",1082209,AL
2298,56827,PICAYUNE,ONE,FIRST NATIONAL CORPORATION OF PICAYUNE,1083318,MS
2299,56833,MIDDLEBOURNE,ONE,"HOMETOWN BANCSHARES, INC.",2687580,WV
2300,56841,EMPORIA,ONE,"NAMYAW CORPORATION, INC.",1051670,KS
2301,56845,MINNETONKA,ONE,"EQUITY BANK HOLDING COMPANY, INC.",2967358,MN
2302,56855,JUNCTION,ONE,"KIMBLE COUNTY BANCSHARES, INC.",4848237,TX
2303,56856,ODESSA,ONE,"ODESSA SOUTHWEST BANCSHARES, INC.",4415929,TX
2304,56862,AITKIN,ONE,"SECURITY STATE AGENCY OF AITKIN, INC.",1125441,MN
2305,56866,MINNEAPOLIS,ONE,NORTHEAST SECURITIES CORPORATION,1122422,MN
2306,56869,PADUCAH,ONE,"PADUCAH BANK SHARES, INC.",1099908,KY
2307,56875,ITASCA,ONE,ITASCA BANCORP INC.,1209695,IL
2308,56877,WASHINGTON,ONE,R & B MANAGEMENT CORPORATION,1201804,IL
2309,56879,GIBSLAND,ONE,"GIBSLAND BANCSHARES, INC.",1136102,LA
2310,56888,STRATFORD,ONE,"STRATFORD BANCSHARES, INC.",1138160,TX
2311,56891,ROCKFORD,ONE,"BANKWEST FINANCIAL, INC.",1134872,MN
2312,56894,LINCOLN,ONE,CAMPBELL STATE COMPANY,1061857,NE
2313,56899,BANCROFT,ONE,"KENNEDY BANCSHARES, INC.",1205017,IA
2314,56900,ARTESIA,ONE,"WESTERN BANCSHARES OF NEW MEXICO,INC.",1065453,NM
2315,56901,DARLINGTON,ONE,FIRST CAROLINA BANCSHARES CORPORATION,1076525,SC
2316,56918,CHERRYVALE,ONE,"FIRST HOWARD BANKSHARES, INC.",1059519,KS
2317,56919,FORT WALTON BEACH,ONE,"FLORIDA FIRST CITY BANKS, INC.",1246382,FL
2318,56921,MANTENO,ONE,"ST. ANNE BANCORP, INC.",3595431,IL
2319,56922,SOMERVILLE,ONE,"C.S.B. BANCSHARES, INC.",2100089,TX
2320,56928,KENDALLVILLE,ONE,C&F BANC SHARES CORP.,1203901,IN
2321,56937,EASTMAN,ONE,CITIZENS CORPORATION,1129805,GA
2322,56941,UNIONTOWN,ONE,"UNION STATE BANCSHARES, INC.",1055838,KS
2323,56945,MILFORD,ONE,"COUNTRY BANK SHARES, INC.",1416831,NE
2324,56956,KILGORE,ONE,EAST TEXAS FINANCIAL CORPORATION,1427556,TX
2325,56968,GLEN BURNIE,ONE,GLEN BURNIE BANCORP,2001328,MD
2326,56976,HAWKINSVILLE,ONE,"SUNMARK BANCSHARES, INC.",1143566,GA
2327,56982,HOUSTON,ONE,"PROSPERITY BANCSHARES, INC.",1109599,TX
2328,57247,RIVER FALLS,ONE,"RIVER FALLS BANCSHARES, INC.",2519805,WI
2329,57248,JACKSONVILLE,ONE,"FIRST ARKANSAS BANCSHARES, INC.",1096550,AR
2330,57271,ARLINGTON,ONE,"CARLISLE BANCORP, INC.",1100318,KY
2331,57274,LAS VEGAS,ONE,FNB FINANCIAL CORPORATION,2921695,NM
2332,57278,ATHENS,ONE,FIRST AMERICAN BANCORP,1138188,GA
2333,57287,SAINT LOUIS PARK,ONE,"BAKKEN SECURITIES, INC.",1129029,MN
2334,57291,SNYDER,ONE,"WTSB BANCORP, INC.",2692548,TX
2335,57293,MURDOCK,ONE,MCHUGH INVESTMENT COMPANY,1133138,NE
2336,57294,BLAIRSVILLE,ONE,"UNITED COMMUNITY BANKS, INC.",1249347,GA
2337,57436,MOUNT PLEASANT,ONE,PILGRIM BANCORPORATION,2098412,TX
2338,57452,BEDIAS,ONE,BEDIAS FINANCIAL CORPORATION,3069482,TX
2339,57454,WASHINGTON,ONE,WASHINGTON/WILKES HOLDING COMPANY,1137015,GA
2340,57460,PRINCEVILLE,ONE,"MAIN STREET BANCORP, INC.",2418896,IL
2341,57462,ORCHARD,ONE,ORCHARD BANCORP.,1904936,NE
2342,57463,TAUNTON,ONE,"TAUNTON BANCSHARES, INC.",3613540,MN
2343,57464,SPIRO,ONE,"SPIRO BANCSHARES, INC.",1063271,OK
2344,57466,LOUISVILLE,ONE,"FEB BANCSHARES, INC.",3438051,AL
2345,57471,MANCHESTER,ONE,"F & M HOLDING COMPANY, INC.",1129458,GA
2346,57478,GANADO,ONE,"GANADO BANCSHARES, INC.",1133222,TX
2347,57480,WATHENA,ONE,"WATHENA BANCSHARES, INC.",1250688,KS
2348,57481,CLARKS,ONE,"CLARK BANCSHARES, INC.",1065266,NE
2349,57483,MINNETONKA,ONE,MINNWEST CORPORATION,1141348,MN
2350,57518,IVA,ONE,"PEOPLES FINANCIAL GROUP, INC.",2916020,SC
2351,57524,FLEMINGSBURG,ONE,"PEOPLES OF FLEMING COUNTY BANCORP, INC.",2356701,KY
2352,57533,STOCKTON,ONE,"STOCKTON BANCSHARES, INC.",1060131,KS
2353,57539,ORBISONIA,ONE,"ORBISONIA COMMUNITY BANCORP, INC.",1248854,PA
2354,57593,PONTIAC,ONE,"PONTIAC BANCORP, INC.",1207712,IL
2355,57602,OKLAHOMA CITY,ONE,"FSB BANCSHARES, INC.",3602058,OK
2356,57603,KANSAS CITY,ONE,"CENTRAL BANCSHARES OF KANSAS CITY, INC.",1063084,MO
2357,57605,ALMA,ONE,"FIRST BANK SHARES OF THE SOUTH EAST, INC.",1134041,GA
2358,57609,BARDSTOWN,ONE,"WILSON & MUIR BANCORP, INC.",1099122,KY
2359,57620,MARKED TREE,ONE,"TYRONZA BANCSHARES, INC.",1139783,AR
2360,57623,SIOUX FALLS,ONE,"BELLINGHAM CORPORATION, THE",1122132,SD
2361,57624,ALTAMONT,ONE,"LABETTE COUNTY BANKSHARES, INC.",1057784,KS
2362,57635,WILLACOOCHEE,ONE,ATKINSON COUNTY BANKSHARES CORPORATION,1081332,GA
2363,57637,BIRMINGHAM,ONE,"FIRST US BANCSHARES, INC.",1086168,AL
2364,57657,MACON,ONE,"PERSONS BANKING CO., INC.",1081314,GA
2365,57662,SOUTH MIAMI,ONE,"FIRST MIAMI BANCORP, INC.",1250370,FL
2366,57667,SEAGOVILLE,ONE,"MTA BANCSHARES, INC.",4276344,TX
2367,57671,POWERS LAKE,ONE,"LIBERTY BANCORPORATION, INC.",1126569,ND
2368,57672,WACO,ONE,"COMMUNITY COMPANY, THE",1102200,TX
