,Unnamed: 0,ADDRESS,ASSET,BKCLASS,CALL,CERT,CHARTER,CHRTAGNN,CHRTAGNT,CITY,CLCODE,CNTRYNA,DENOVO,DEPDOM,DEPSUM,DOCKET,ESCROW,FDICDBS,FDICNAME,FED,FEDNAME,INSAGNT1,INSBRDD,INSBRTS,INSURED,NAMEFULL,OCCDIST,OCCNAME,REGAGNT,RSSDID,SPECDESC,SPECGRP,STALP,STCNTY,STNAME,UNIT,USA,ZIP
826,11857,49 W. Main Street,1527532.0,NM,CALL,2711,STATE,State Agency,STATE,Mount Sterling,21,United States,0.0,1267351.0,1267351.0,10648,,9,Chicago,4,Cleveland,DIF,,,CB,"Traditional Bank, Inc.",3,Central District,FDIC,786210,COMMERCIAL LENDING,4,KY,21173,Kentucky,0.0,1,40353
828,11869,620 Broadway Avenue,620288.0,SM,CALL,2718,STATE,State Agency,STATE,Paintsville,13,United States,0.0,507925.0,507925.0,11286,,9,Chicago,4,Cleveland,DIF,,,CB,"Citizens Bank of Kentucky, Inc.",3,Central District,FED,495419,COMMERCIAL LENDING,4,KY,21115,Kentucky,0.0,1,41240
830,11925,346 North Mayo Trail,4355691.0,SM,CALL,2720,STATE,State Agency,STATE,Pikeville,13,United States,0.0,3453570.0,3453570.0,9685,,9,Chicago,4,Cleveland,DIF,,,CB,"Community Trust Bank, Inc.",3,Central District,FED,509811,COMMERCIAL LENDING,4,KY,21195,Kentucky,0.0,1,41501
831,11954,43 E Maple Street,107635.0,N,CALL,2723,FED,Comptroller of the Currency,OCC,Salyersville,3,United States,0.0,84636.0,84636.0,11168,,9,Chicago,4,Cleveland,DIF,,,CB,The Salyersville National Bank,3,Central District,OCC,472018,COMMERCIAL LENDING,4,KY,21153,Kentucky,0.0,1,41465
834,11960,44 Public Square,426549.0,N,CALL,2725,FED,Comptroller of the Currency,OCC,Somerset,3,United States,0.0,348921.0,348921.0,0,,9,Chicago,4,Cleveland,DIF,,,CB,The Citizens National Bank of Somerset,3,Central District,OCC,410917,COMMERCIAL LENDING,4,KY,21199,Kentucky,0.0,1,42501
836,11967,2441 Greensburg Road,74482.0,SM,CALL,2733,STATE,State Agency,STATE,Buffalo,13,United States,0.0,57702.0,57702.0,13402,,9,Chicago,8,St. Louis,DIF,,,CB,Bank of Buffalo,3,Central District,FED,825940,ALL OTHER < $1 BILLION,8,KY,21123,Kentucky,0.0,1,42716
838,11969,604 Highland Avenue,121344.0,N,CALL,2735,FED,Comptroller of the Currency,OCC,Carrollton,3,United States,0.0,95957.0,95957.0,14512,,9,Chicago,8,St. Louis,DIF,,,CB,FIRST NATIONAL BANK OF KENTUCKY,3,Central District,OCC,907444,ALL OTHER < $1 BILLION,8,KY,21041,Kentucky,0.0,1,41008
839,11971,100 Public Square,518120.0,N,CALL,2738,FED,Comptroller of the Currency,OCC,Somerset,3,United States,0.0,437696.0,437696.0,9695,,9,Chicago,4,Cleveland,DIF,,,CB,"First & Farmers National Bank, Inc.",3,Central District,OCC,721949,ALL OTHER < $1 BILLION,8,KY,21199,Kentucky,0.0,1,42501
842,11993,304 West Main Street,542606.0,N,CALL,2740,FED,Comptroller of the Currency,OCC,Danville,3,United States,0.0,463567.0,463567.0,11804,,9,Chicago,8,St. Louis,DIF,,,CB,The Farmers National Bank of Danville,3,Central District,OCC,785147,COMMERCIAL LENDING,4,KY,21021,Kentucky,0.0,1,40422
844,12001,Main Street,311175.0,N,CALL,2750,FED,Comptroller of the Currency,OCC,Hodgenville,3,United States,0.0,258341.0,258341.0,0,,9,Chicago,8,St. Louis,DIF,,,CB,The Lincoln National Bank of Hodgenville,3,Central District,OCC,553944,ALL OTHER < $1 BILLION,8,KY,21123,Kentucky,0.0,1,42748
845,12002,149 West Main Street,125468.0,N,CALL,2753,FED,Comptroller of the Currency,OCC,Lebanon,3,United States,0.0,102071.0,102071.0,9453,,9,Chicago,8,St. Louis,DIF,,,CB,The Citizens National Bank of Lebanon,3,Central District,OCC,641449,OTHER < $1 BILLION,7,KY,21155,Kentucky,1.0,1,40033
846,12003,136 West Main Street,101606.0,N,CALL,2754,FED,Comptroller of the Currency,OCC,Lebanon,3,United States,0.0,90055.0,90055.0,13581,,9,Chicago,8,St. Louis,DIF,,,CB,The Farmers National Bank of Lebanon,3,Central District,OCC,575348,COMMERCIAL LENDING,4,KY,21155,Kentucky,0.0,1,40033
848,12005,101 East Broadway Street,506336.0,NM,CALL,2759,STATE,State Agency,STATE,Mayfield,21,United States,0.0,426407.0,426407.0,11861,,9,Chicago,8,St. Louis,DIF,,,CB,"FNB Bank, Inc.",3,Central District,FDIC,400141,COMMERCIAL LENDING,4,KY,21083,Kentucky,0.0,1,42066
850,12013,111 West Washington Street,130254.0,NM,CALL,2765,STATE,State Agency,STATE,Princeton,21,United States,0.0,107368.0,107368.0,9952,,9,Chicago,8,St. Louis,DIF,,,CB,Farmers Bank and Trust Company,3,Central District,FDIC,46941,COMMERCIAL LENDING,4,KY,21033,Kentucky,0.0,1,42445
852,12016,Highways 127 And 80,226330.0,N,CALL,2767,FED,Comptroller of the Currency,OCC,Russell Springs,3,United States,0.0,196067.0,196067.0,15385,,9,Chicago,8,St. Louis,DIF,,,CB,The First National Bank of Russell Springs,3,Central District,OCC,173641,COMMERCIAL LENDING,4,KY,21207,Kentucky,0.0,1,42642
855,12021,1595 Veterans Memorial Hwy,252538.0,N,CALL,2769,FED,Comptroller of the Currency,OCC,Scottsville,3,United States,0.0,203943.0,203943.0,11192,,9,Chicago,8,St. Louis,DIF,,,CB,The Farmers National Bank of Scottsville,3,Central District,OCC,183846,COMMERCIAL LENDING,4,KY,21003,Kentucky,0.0,1,42164
857,12028,2526 West Main Street,410111.0,NM,CALL,2777,STATE,State Agency,STATE,Dothan,21,United States,0.0,358844.0,358844.0,0,,5,Atlanta,6,Atlanta,DIF,,,CB,MidSouth Bank,5,Southwest District,FDIC,929932,COMMERCIAL LENDING,4,AL,1069,Alabama,0.0,1,36301
859,12035,111 South Main Street,163737.0,N,CALL,2779,FED,Comptroller of the Currency,OCC,Atmore,3,United States,0.0,145913.0,145913.0,0,,5,Atlanta,6,Atlanta,DIF,,,CB,The First National Bank and Trust,5,Southwest District,OCC,670430,COMMERCIAL LENDING,4,AL,1053,Alabama,0.0,1,36502
860,12038,124 South Main Street,238956.0,NM,CALL,2784,STATE,State Agency,STATE,Boaz,21,United States,0.0,174224.0,174224.0,0,,5,Atlanta,6,Atlanta,DIF,,,CB,First Bank of Boaz,5,Southwest District,FDIC,533535,OTHER < $1 BILLION,7,AL,1095,Alabama,1.0,1,35957
861,12039,137 South Main Street,85137.0,N,CALL,2786,FED,Comptroller of the Currency,OCC,Brundidge,3,United States,0.0,69290.0,69290.0,0,,5,Atlanta,6,Atlanta,DIF,,,CB,The First National Bank of Brundidge,5,Southwest District,OCC,465337,AGRICULTURAL,2,AL,1109,Alabama,0.0,1,36010
864,12042,3 Water Street,105413.0,NM,CALL,2787,STATE,State Agency,STATE,Camden,21,United States,0.0,89121.0,89121.0,12388,,5,Atlanta,6,Atlanta,DIF,,,CB,Community Neighbor Bank,5,Southwest District,FDIC,466932,COMMERCIAL LENDING,4,AL,1131,Alabama,0.0,1,36726
865,12044,7825 South Main Street,33459.0,N,CALL,2794,FED,Comptroller of the Currency,OCC,Dozier,3,United States,0.0,27407.0,27407.0,14685,,5,Atlanta,6,Atlanta,DIF,,,CB,The First National Bank of Dozier,5,Southwest District,OCC,496434,OTHER < $1 BILLION,7,AL,1041,Alabama,1.0,1,36028
866,12045,101 Third Avenue South,121014.0,N,CALL,2804,FED,Comptroller of the Currency,OCC,Hartford,3,United States,0.0,100455.0,100455.0,0,,5,Atlanta,6,Atlanta,DIF,,,CB,The First National Bank of Hartford,5,Southwest District,OCC,112332,ALL OTHER < $1 BILLION,8,AL,1061,Alabama,0.0,1,36344
869,12049,40 Main Street,154466.0,NM,CALL,2805,STATE,State Agency,STATE,Headland,21,United States,0.0,136718.0,136718.0,11114,,5,Atlanta,6,Atlanta,DIF,,,CB,HNB First Bank,5,Southwest District,FDIC,117038,AGRICULTURAL,2,AL,1067,Alabama,0.0,1,36345
871,12064,Broad And Appletree Streets,669232.0,NM,CALL,2824,STATE,State Agency,STATE,Scottsboro,21,United States,0.0,582925.0,582925.0,14401,,5,Atlanta,6,Atlanta,DIF,,,CB,FNB Bank,5,Southwest District,FDIC,441434,COMMERCIAL LENDING,4,AL,1071,Alabama,0.0,1,35768
872,12067,220 E. Lawrence Harris Hwy,133902.0,NM,CALL,2828,STATE,State Agency,STATE,Slocomb,21,United States,0.0,120480.0,120480.0,10482,,5,Atlanta,6,Atlanta,DIF,,,CB,Friend Bank,5,Southwest District,FDIC,244037,COMMERCIAL LENDING,4,AL,1061,Alabama,0.0,1,36375
875,12079,80 Bank Street,401933.0,NM,CALL,2829,STATE,State Agency,STATE,Stevenson,21,United States,0.0,358026.0,358026.0,12485,,5,Atlanta,6,Atlanta,DIF,,,CB,First Southern State Bank,5,Southwest District,FDIC,246134,ALL OTHER < $1 BILLION,8,AL,1071,Alabama,0.0,1,35772
877,12081,120 East North Street,552910.0,NM,CALL,2832,STATE,State Agency,STATE,Talladega,21,United States,0.0,471292.0,471292.0,14230,,5,Atlanta,6,Atlanta,DIF,,,CB,First  Bank of Alabama,5,Southwest District,FDIC,257233,COMMERCIAL LENDING,4,AL,1121,Alabama,0.0,1,35160
878,12087,104 Hardaway Avenue,184070.0,NM,CALL,2838,STATE,State Agency,STATE,Union Springs,21,United States,0.0,153803.0,153803.0,13531,,5,Atlanta,6,Atlanta,DIF,,,CB,AmeriFirst Bank,5,Southwest District,FDIC,139133,COMMERCIAL LENDING,4,AL,1011,Alabama,0.0,1,36089
881,12096,914 Main Street,451283.0,NM,CALL,2850,STATE,State Agency,STATE,Buhl,21,United States,0.0,377976.0,377976.0,0,,14,San Francisco,12,San Francisco,DIF,,,CB,Farmers Bank,4,Midwest District,FDIC,307062,AGRICULTURAL,2,ID,16083,Idaho,0.0,1,83316
882,12097,12902 East Sprague Avenue,141363.0,NM,CALL,2945,STATE,State Agency,STATE,Spokane Valley,21,United States,0.0,123270.0,123270.0,0,,14,San Francisco,12,San Francisco,DIF,,,CB,State Bank Northwest,4,Midwest District,FDIC,479071,COMMERCIAL LENDING,4,WA,53063,Washington,0.0,1,99216
885,12105,7 West Main St,581645.0,N,CALL,2987,FED,Comptroller of the Currency,OCC,Walla Walla,3,United States,0.0,514177.0,514177.0,13311,,14,San Francisco,12,San Francisco,DIF,,,CB,Baker-Boyer National Bank,4,Midwest District,OCC,69678,COMMERCIAL LENDING,4,WA,53071,Washington,0.0,1,99362
887,12109,329 Main Avenue,192951.0,SM,CALL,3017,STATE,State Agency,STATE,Flagler,13,United States,0.0,162024.0,162024.0,9798,,13,Dallas,10,Kansas City,DIF,,,CB,High Plains Bank,4,Midwest District,FED,247551,AGRICULTURAL,2,CO,8063,Colorado,0.0,1,80815
888,12112,201 N Logan Ave,21618.0,N,CALL,3018,FED,Comptroller of the Currency,OCC,Fleming,3,United States,0.0,18348.0,18348.0,0,,13,Dallas,10,Kansas City,DIF,,,CB,The First National Bank of Fleming,4,Midwest District,OCC,306056,AGRICULTURAL,2,CO,8075,Colorado,1.0,1,80728
889,12113,101 East Main Street,70131.0,NM,CALL,3019,STATE,State Agency,STATE,Florence,21,United States,0.0,62794.0,62794.0,11685,,13,Dallas,10,Kansas City,DIF,,,CB,Rocky Mountain Bank & Trust,4,Midwest District,FDIC,249658,COMMERCIAL LENDING,4,CO,8043,Colorado,0.0,1,81226
891,12115,321 4th Street,123342.0,N,CALL,3029,FED,Comptroller of the Currency,OCC,Hugo,3,United States,0.0,106457.0,106457.0,0,,13,Dallas,10,Kansas City,DIF,,,CB,The First National Bank of Hugo,4,Midwest District,OCC,276551,AGRICULTURAL,2,CO,8073,Colorado,0.0,1,80821
894,12120,1291 Main Street,255786.0,NM,CALL,3031,STATE,State Agency,STATE,Windsor,21,United States,0.0,215101.0,215101.0,15775,,13,Dallas,10,Kansas City,DIF,,,CB,Points West Community Bank,4,Midwest District,FDIC,444556,AGRICULTURAL,2,CO,8123,Colorado,0.0,1,80550
896,12129,535 Bent Avenue,377144.0,N,CALL,3034,FED,Comptroller of the Currency,OCC,Las Animas,3,United States,0.0,328931.0,328931.0,11418,,13,Dallas,10,Kansas City,DIF,,,CB,The First National Bank of Las Animas,4,Midwest District,OCC,513256,AGRICULTURAL,2,CO,8011,Colorado,0.0,1,81054
897,12131,133 Grand Avenue,70046.0,N,CALL,3047,FED,Comptroller of the Currency,OCC,Paonia,3,United States,0.0,55868.0,55868.0,0,,13,Dallas,10,Kansas City,DIF,,,CB,First Colorado National Bank,4,Midwest District,OCC,587752,COMMERCIAL LENDING,4,CO,8029,Colorado,0.0,1,81428
899,12133,145 West Fourth Street,174427.0,N,CALL,3063,FED,Comptroller of the Currency,OCC,Wray,3,United States,0.0,144639.0,144639.0,52256,,13,Dallas,10,Kansas City,DIF,,,CB,First Pioneer National Bank,4,Midwest District,OCC,357553,AGRICULTURAL,2,CO,8125,Colorado,0.0,1,80758
902,12182,400 Pine Street,7945957.0,N,CALL,3066,FED,Comptroller of the Currency,OCC,Abilene,3,United States,0.0,6452022.0,6452022.0,0,,13,Dallas,11,Dallas,DIF,,,CB,"First Financial Bank, National Association",5,Southwest District,OCC,470050,COMMERCIAL LENDING,4,TX,48441,Texas,0.0,1,79601
903,12212,100 South Main Street,585021.0,N,CALL,3067,FED,Comptroller of the Currency,OCC,Albany,3,United States,0.0,508281.0,508281.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Albany,5,Southwest District,OCC,340751,COMMERCIAL LENDING,4,TX,48417,Texas,0.0,1,76430
905,12217,1071 Hwy 90 South,180434.0,N,CALL,3075,FED,Comptroller of the Currency,OCC,Anderson,3,United States,0.0,157357.0,157357.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Anderson,5,Southwest District,OCC,362155,COMMERCIAL LENDING,4,TX,48185,Texas,0.0,1,77830
908,12273,3090 Craig Drive,14702964.0,NM,CALL,3076,STATE,State Agency,STATE,Mckinney,21,United States,0.0,11545421.0,11545421.0,0,,13,Dallas,11,Dallas,DIF,,,CB,Independent Bank,5,Southwest District,FDIC,122854,COMMERCIAL LENDING,4,TX,48085,Texas,0.0,1,75070
909,12315,1021 12th Street,61779.0,N,CALL,3078,FED,Comptroller of the Currency,OCC,Anson,3,United States,0.0,55832.0,55832.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Anson,5,Southwest District,OCC,366359,ALL OTHER < $1 BILLION,8,TX,48253,Texas,1.0,1,79501
910,12316,136 West 7th Street,63692.0,N,CALL,3079,FED,Comptroller of the Currency,OCC,Aspermont,3,United States,0.0,52439.0,52439.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Aspermont,5,Southwest District,OCC,138257,AGRICULTURAL,2,TX,48433,Texas,1.0,1,79502
912,12320,244 Market Street,415802.0,N,CALL,3086,FED,Comptroller of the Currency,OCC,Baird,3,United States,0.0,372154.0,372154.0,12868,,13,Dallas,11,Dallas,DIF,,,CB,First National Bank Baird,5,Southwest District,OCC,75558,COMMERCIAL LENDING,4,TX,48059,Texas,0.0,1,79504
914,12329,911 Hutchings Avenue,184063.0,N,CALL,3087,FED,Comptroller of the Currency,OCC,Ballinger,3,United States,0.0,164092.0,164092.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Ballinger,5,Southwest District,OCC,160454,COMMERCIAL LENDING,4,TX,48399,Texas,0.0,1,76821
916,12334,489 Highway 71 West,606360.0,N,CALL,3091,FED,Comptroller of the Currency,OCC,Bastrop,3,United States,0.0,537130.0,537130.0,13670,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Bastrop,5,Southwest District,OCC,18050,COMMERCIAL LENDING,4,TX,48021,Texas,0.0,1,78602
918,12338,615 E. Bells Blvd,102950.0,N,CALL,3098,FED,Comptroller of the Currency,OCC,Bells,3,United States,0.0,89593.0,89593.0,0,,13,Dallas,11,Dallas,DIF,,,CB,"Cendera Bank, National Association",5,Southwest District,OCC,89957,COMMERCIAL LENDING,4,TX,48181,Texas,0.0,1,75414
919,12339,100 East Main Street,705223.0,N,CALL,3099,FED,Comptroller of the Currency,OCC,Bellville,3,United States,0.0,594787.0,594787.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Bellville,5,Southwest District,OCC,91754,OTHER < $1 BILLION,7,TX,48015,Texas,0.0,1,77418
922,12343,901 Main Street,381091.0,N,CALL,3103,FED,Comptroller of the Currency,OCC,Big Spring,3,United States,0.0,336940.0,336940.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The State National Bank of Big Spring,5,Southwest District,OCC,169354,AGRICULTURAL,2,TX,48227,Texas,0.0,1,79720
924,12346,101 West Tarrant,734527.0,N,CALL,3108,FED,Comptroller of the Currency,OCC,Bowie,3,United States,0.0,645123.0,645123.0,16061,,13,Dallas,11,Dallas,DIF,,,CB,"Legend Bank, N.A.",5,Southwest District,OCC,100357,AGRICULTURAL,2,TX,48337,Texas,0.0,1,76230
925,12359,101-109 South Blackburn Street,121984.0,N,CALL,3109,FED,Comptroller of the Currency,OCC,Brady,3,United States,0.0,110079.0,110079.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The Brady National Bank,5,Southwest District,OCC,101952,COMMERCIAL LENDING,4,TX,48307,Texas,1.0,1,76825
926,12360,105 East Second Street,152092.0,N,CALL,3110,FED,Comptroller of the Currency,OCC,Brady,3,United States,0.0,132658.0,132658.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The Commercial National Bank of Brady,5,Southwest District,OCC,42354,ALL OTHER < $1 BILLION,8,TX,48307,Texas,0.0,1,76825
928,12362,2211 South Day Street,361778.0,N,CALL,3113,FED,Comptroller of the Currency,OCC,Brenham,3,United States,0.0,318559.0,318559.0,12346,,13,Dallas,11,Dallas,DIF,,,CB,The Brenham National Bank,5,Southwest District,OCC,227357,COMMERCIAL LENDING,4,TX,48477,Texas,0.0,1,77833
931,12369,6220 Milwaukee Avenue,921422.0,SM,CALL,3116,STATE,State Agency,STATE,Lubbock,13,United States,0.0,802618.0,802618.0,0,,13,Dallas,11,Dallas,DIF,,,CB,Lone Star State  Bank of West Texas,5,Southwest District,FED,3607062,COMMERCIAL LENDING,4,TX,48303,Texas,0.0,1,79424
933,12371,300 East Third,442725.0,NM,CALL,3121,STATE,State Agency,STATE,Burkburnett,21,United States,0.0,376773.0,376773.0,13255,,13,Dallas,11,Dallas,DIF,,,CB,First Bank,5,Southwest District,FDIC,239659,COMMERCIAL LENDING,4,TX,48485,Texas,0.0,1,76354
934,12376,102 North Houston Street,374710.0,N,CALL,3126,FED,Comptroller of the Currency,OCC,Cameron,3,United States,0.0,321593.0,321593.0,14787,,13,Dallas,11,Dallas,DIF,,,CB,"Classic Bank, National Association",5,Southwest District,OCC,182951,AGRICULTURAL,2,TX,48331,Texas,0.0,1,76520
937,12384,118 South Houston Street,405483.0,N,CALL,3127,FED,Comptroller of the Currency,OCC,Cameron,3,United States,0.0,358027.0,358027.0,0,,13,Dallas,11,Dallas,DIF,,,CB,Citizens National Bank,5,Southwest District,OCC,59352,COMMERCIAL LENDING,4,TX,48331,Texas,0.0,1,76520
938,12393,301 N. Hwy 69,53951.0,NM,CALL,3133,STATE,State Agency,STATE,Celeste,21,United States,0.0,49560.0,49560.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First Bank of Celeste,5,Southwest District,FDIC,871956,OTHER < $1 BILLION,7,TX,48231,Texas,1.0,1,75423
940,12395,301 North Main Street,112046.0,NM,CALL,3134,STATE,State Agency,STATE,Childress,21,United States,0.0,102279.0,102279.0,12529,,13,Dallas,11,Dallas,DIF,,,CB,First Bank and Trust of Childress,5,Southwest District,FDIC,749952,AGRICULTURAL,2,TX,48075,Texas,0.0,1,79201
942,12400,4117 S Georgia Street,161910.0,NM,CALL,3140,STATE,State Agency,STATE,Amarillo,21,United States,0.0,140756.0,140756.0,0,,13,Dallas,11,Dallas,DIF,,,CB,Citizens Bank,5,Southwest District,FDIC,885252,AGRICULTURAL,2,TX,48381,Texas,0.0,1,79110
943,12401,228 Elm Street,130733.0,N,CALL,3144,FED,Comptroller of the Currency,OCC,Colorado City,3,United States,0.0,118271.0,118271.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The City National Bank of Colorado City,5,Southwest District,OCC,799854,ALL OTHER < $1 BILLION,8,TX,48335,Texas,1.0,1,79512
944,12402,11 West Side Square,44585.0,N,CALL,3149,FED,Comptroller of the Currency,OCC,Cooper,3,United States,0.0,37883.0,37883.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank in Cooper,5,Southwest District,OCC,767152,ALL OTHER < $1 BILLION,8,TX,48119,Texas,1.0,1,75432
945,12403,202 West Main Street,51077.0,N,CALL,3158,FED,Comptroller of the Currency,OCC,Crosbyton,3,United States,0.0,42377.0,42377.0,0,,13,Dallas,11,Dallas,DIF,,,CB,Citizens National Bank of Crosbyton,5,Southwest District,OCC,901451,AGRICULTURAL,2,TX,48107,Texas,1.0,1,79322
947,12405,107 Webb Street,136634.0,N,CALL,3161,FED,Comptroller of the Currency,OCC,Daingerfield,3,United States,0.0,101347.0,101347.0,13546,,13,Dallas,11,Dallas,DIF,,,CB,Texas Heritage National Bank,5,Southwest District,OCC,824653,AGRICULTURAL,2,TX,48343,Texas,0.0,1,75638
949,12409,240 South Texas Street,89651.0,NM,CALL,3170,STATE,State Agency,STATE,De Leon,21,United States,0.0,80556.0,80556.0,0,,13,Dallas,11,Dallas,DIF,,,CB,Farmers and Merchants Bank,5,Southwest District,FDIC,555256,AGRICULTURAL,2,TX,48093,Texas,0.0,1,76444
951,12414,4400 Post Oak Parkway Suite 2260,106744.0,N,CALL,3178,FED,Comptroller of the Currency,OCC,Houston,3,United States,0.0,78810.0,78810.0,0,,13,Dallas,11,Dallas,DIF,,,CB,"Bank of Houston, National Association",5,Southwest District,OCC,583754,COMMERCIAL LENDING,4,TX,48201,Texas,0.0,1,77027
952,12415,100 Commerce Street,116917.0,N,CALL,3179,FED,Comptroller of the Currency,OCC,Eagle Lake,3,United States,0.0,95250.0,95250.0,11421,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Eagle Lake,5,Southwest District,OCC,651952,AGRICULTURAL,2,TX,48089,Texas,0.0,1,77434
955,12419,3963 Maple Ave Ste 260,450509.0,NM,CALL,3182,STATE,State Agency,STATE,Dallas,21,United States,0.0,373630.0,373630.0,0,,13,Dallas,11,Dallas,DIF,,,CB,MapleMark Bank,5,Southwest District,FDIC,594451,COMMERCIAL LENDING,4,TX,48113,Texas,0.0,1,75219
957,12423,200 East Jackson Street,721289.0,N,CALL,3183,FED,Comptroller of the Currency,OCC,El Campo,3,United States,0.0,628308.0,628308.0,0,,13,Dallas,11,Dallas,DIF,,,CB,NewFirst National Bank,5,Southwest District,OCC,938859,COMMERCIAL LENDING,4,TX,48481,Texas,0.0,1,77437
958,12429,100 Main Street,59663.0,N,CALL,3184,FED,Comptroller of the Currency,OCC,Eldorado,3,United States,0.0,49022.0,49022.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Eldorado,5,Southwest District,OCC,665258,COMMERCIAL LENDING,4,TX,48413,Texas,1.0,1,76936
959,12430,115 N Memory Drive,101380.0,N,CALL,3190,FED,Comptroller of the Currency,OCC,Evant,3,,0.0,92240.0,92240.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Evant,5,Southwest District,OCC,379153,ALL OTHER < $1 BILLION,8,TX,48099,Texas,0.0,1,76525
962,12435,Highway 181 And Mavrick,407159.0,N,CALL,3193,FED,Comptroller of the Currency,OCC,Falls City,3,,0.0,359168.0,359168.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The Falls City National Bank,5,Southwest District,OCC,441050,OTHER < $1 BILLION,7,TX,48255,Texas,0.0,1,78113
963,12436,107 West Fayette Street,513474.0,NM,CALL,3195,STATE,State Agency,STATE,Fayetteville,21,United States,0.0,448526.0,448526.0,0,,13,Dallas,11,Dallas,DIF,,,CB,Fayetteville Bank,5,Southwest District,FDIC,450753,OTHER < $1 BILLION,7,TX,48149,Texas,0.0,1,78940
965,12439,124 South Main Street,102933.0,N,CALL,3197,FED,Comptroller of the Currency,OCC,Floydada,3,United States,0.0,90211.0,90211.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Floydada,5,Southwest District,OCC,393252,AGRICULTURAL,2,TX,48153,Texas,1.0,1,79235
967,12444,1626 South Voss Rd.,609845.0,N,CALL,3206,FED,Comptroller of the Currency,OCC,Houston,3,United States,0.0,530079.0,530079.0,0,,13,Dallas,11,Dallas,DIF,,,CB,"Texas Gulf Bank, National Association",5,Southwest District,OCC,514655,COMMERCIAL LENDING,4,TX,48201,Texas,0.0,1,77057
969,12453,2302 Post Office,1041793.0,N,CALL,3210,FED,Comptroller of the Currency,OCC,Galveston,3,United States,0.0,870807.0,870807.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The Moody National Bank,5,Southwest District,OCC,253356,COMMERCIAL LENDING,4,TX,48167,Texas,0.0,1,77550
971,12469,905 Main Street,631277.0,N,CALL,3214,FED,Comptroller of the Currency,OCC,Gatesville,3,United States,0.0,562730.0,562730.0,10765,,13,Dallas,11,Dallas,DIF,,,CB,National United,5,Southwest District,OCC,322056,COMMERCIAL LENDING,4,TX,48099,Texas,0.0,1,76528
972,12471,108 East Austin,204208.0,N,CALL,3217,FED,Comptroller of the Currency,OCC,Giddings,3,United States,0.0,178134.0,178134.0,0,,13,Dallas,11,Dallas,DIF,,,CB,First National Bank of Giddings,5,Southwest District,OCC,324153,AGRICULTURAL,2,TX,48287,Texas,0.0,1,78942
975,12477,206 Us Highway 271 N,414941.0,N,CALL,3218,FED,Comptroller of the Currency,OCC,Gilmer,3,United States,0.0,363522.0,363522.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Gilmer,5,Southwest District,OCC,445955,COMMERCIAL LENDING,4,TX,48459,Texas,0.0,1,75644
976,12483,713 Us Highway 271 N,224364.0,N,CALL,3219,FED,Comptroller of the Currency,OCC,Gilmer,3,United States,0.0,192125.0,192125.0,0,,13,Dallas,11,Dallas,DIF,,,CB,"Gilmer National Bank, Gilmer, Texas",5,Southwest District,OCC,323651,ALL OTHER < $1 BILLION,8,TX,48459,Texas,1.0,1,75644
977,12484,1701 East Hubbard Avenue,129386.0,N,CALL,3225,FED,Comptroller of the Currency,OCC,Mineral Wells,3,United States,0.0,104370.0,104370.0,0,,13,Dallas,11,Dallas,DIF,,,CB,"Titan Bank, N.A.",5,Southwest District,OCC,328357,COMMERCIAL LENDING,4,TX,48363,Texas,0.0,1,76067
980,12492,623 Elm Street,595688.0,SM,CALL,3226,STATE,State Agency,STATE,Graham,13,United States,0.0,509176.0,509176.0,12657,,13,Dallas,11,Dallas,DIF,,,CB,Ciera Bank,5,Southwest District,FED,327855,COMMERCIAL LENDING,4,TX,48503,Texas,0.0,1,76450
981,12494,101 East Bridge,623608.0,N,CALL,3228,FED,Comptroller of the Currency,OCC,Granbury,3,United States,0.0,549247.0,549247.0,0,,13,Dallas,11,Dallas,DIF,,,CB,The First National Bank of Granbury,5,Southwest District,OCC,329952,COMMERCIAL LENDING,4,TX,48221,Texas,0.0,1,76048
984,12504,Second And Criner Streets,223061.0,NM,CALL,3230,STATE,State Agency,STATE,Grandview,21,United States,0.0,200807.0,200807.0,0,,13,Dallas,11,Dallas,DIF,,,CB,Grandview Bank,5,Southwest District,FDIC,333856,COMMERCIAL LENDING,4,TX,48251,Texas,0.0,1,76050
